GS (GOLDMAN SACHS GROUP INC),121.30,-1.51,
Apr 26 2009 @ 21:34 ET,Bid,121.55,Ask,121.94,Size,2x1,Vol,22410665,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
09 Oct 115.00 (GS JC),22.82,+0.92,22.10,22.35,3,2455,09 Oct 115.00 (GS VC),17.30,0.0,15.75,15.95,0,662,
09 Oct 115.00 (GS JC-E),22.75,+0.10,22.10,22.35,1,2455,09 Oct 115.00 (GS VC-E),17.30,0.0,15.75,15.95,0,662,
09 Oct 115.00 (GS JC-8),22.82,+2.22,22.10,22.35,2,2455,09 Oct 115.00 (GS VC-8),17.20,0.0,15.75,15.95,0,662,
09 Oct 115.00 (GS JC-X),21.90,0.0,22.10,22.35,0,2455,09 Oct 115.00 (GS VC-X),16.10,0.0,15.75,15.95,0,662,
09 Oct 115.00 (GS JC-P),21.50,0.0,22.10,22.35,0,2455,09 Oct 115.00 (GS VC-P),17.00,0.0,15.75,15.95,0,662,
09 Oct 115.00 (GS JC-A),22.35,0.0,21.65,22.80,0,2455,09 Oct 115.00 (GS VC-A),0.0,0.0,15.60,16.15,0,662,
09 Oct 115.00 (GS JC-B),23.00,0.0,22.05,22.50,0,2455,09 Oct 115.00 (GS VC-B),17.45,0.0,15.70,16.05,0,662,
09 Oct 120.00 (GS JD),20.20,+2.25,19.45,19.65,12,2597,09 Oct 120.00 (GS VD),17.85,+0.10,18.10,18.25,261,1420,
09 Oct 120.00 (GS JD-E),19.05,+1.10,19.45,19.65,10,2597,09 Oct 120.00 (GS VD-E),20.95,0.0,18.10,18.25,0,1420,
09 Oct 120.00 (GS JD-8),20.95,0.0,19.40,19.70,0,2597,09 Oct 120.00 (GS VD-8),17.85,+0.10,18.10,18.30,163,1420,
09 Oct 120.00 (GS JD-X),20.20,+0.20,19.45,19.70,1,2597,09 Oct 120.00 (GS VD-X),17.85,-1.95,18.10,18.25,96,1420,
09 Oct 120.00 (GS JD-P),19.00,0.0,19.40,19.70,0,2597,09 Oct 120.00 (GS VD-P),18.70,0.0,18.10,18.25,0,1420,
09 Oct 120.00 (GS JD-A),17.10,0.0,19.05,20.10,0,2597,09 Oct 120.00 (GS VD-A),0.0,0.0,17.90,18.55,0,1420,
09 Oct 120.00 (GS JD-B),20.05,+0.60,19.35,19.80,1,2597,09 Oct 120.00 (GS VD-B),18.10,-1.40,18.05,18.35,2,1420,
09 Oct 125.00 (GS JE),17.30,+0.10,17.00,17.20,9,1479,09 Oct 125.00 (GS VE),22.25,0.0,20.60,20.80,0,459,
09 Oct 125.00 (GS JE-E),17.00,-0.15,17.00,17.20,2,1479,09 Oct 125.00 (GS VE-E),20.65,0.0,20.60,20.80,0,459,
09 Oct 125.00 (GS JE-8),18.60,0.0,16.95,17.20,0,1479,09 Oct 125.00 (GS VE-8),22.25,0.0,20.60,20.80,0,459,
09 Oct 125.00 (GS JE-X),17.30,+0.10,17.00,17.20,5,1479,09 Oct 125.00 (GS VE-X),22.65,0.0,20.60,20.80,0,459,
09 Oct 125.00 (GS JE-P),16.80,-1.20,16.95,17.20,2,1479,09 Oct 125.00 (GS VE-P),22.70,0.0,20.60,20.80,0,459,
09 Oct 125.00 (GS JE-A),16.10,0.0,16.65,17.60,0,1479,09 Oct 125.00 (GS VE-A),0.0,0.0,20.40,21.10,0,459,
09 Oct 125.00 (GS JE-B),17.05,0.0,16.85,17.40,0,1479,09 Oct 125.00 (GS VE-B),22.15,0.0,20.55,20.85,0,459,
09 Oct 130.00 (GS JF),15.35,+0.30,14.75,14.95,27,853,09 Oct 130.00 (GS VF),24.00,-0.65,23.30,23.55,2,362,
09 Oct 130.00 (GS JF-E),15.65,0.0,14.75,14.95,0,853,09 Oct 130.00 (GS VF-E),24.00,-1.55,23.30,23.55,2,362,
09 Oct 130.00 (GS JF-8),15.35,-0.75,14.70,14.95,27,853,09 Oct 130.00 (GS VF-8),24.65,0.0,23.30,23.55,0,362,
09 Oct 130.00 (GS JF-X),15.05,0.0,14.75,14.95,0,853,09 Oct 130.00 (GS VF-X),25.10,0.0,23.30,23.55,0,362,
09 Oct 130.00 (GS JF-P),14.50,0.0,14.70,14.95,0,853,09 Oct 130.00 (GS VF-P),25.10,0.0,23.30,23.55,0,362,
09 Oct 130.00 (GS JF-A),0.0,0.0,14.45,15.30,0,853,09 Oct 130.00 (GS VF-A),0.0,0.0,23.10,23.90,0,362,
09 Oct 130.00 (GS JF-B),16.00,0.0,14.65,15.05,0,853,09 Oct 130.00 (GS VF-B),0.0,0.0,23.30,23.70,0,362,
09 Oct 135.00 (GS JG),12.45,-0.10,12.70,12.85,45,2886,09 Oct 135.00 (GS VG),25.75,-1.80,26.25,26.45,8,199,
09 Oct 135.00 (GS JG-E),12.55,0.0,12.65,12.85,0,2886,09 Oct 135.00 (GS VG-E),26.60,0.0,26.25,26.45,0,199,
09 Oct 135.00 (GS JG-8),13.22,+1.92,12.70,12.90,18,2886,09 Oct 135.00 (GS VG-8),27.55,0.0,26.25,26.50,0,199,
09 Oct 135.00 (GS JG-X),12.45,-0.15,12.70,12.90,27,2886,09 Oct 135.00 (GS VG-X),29.15,0.0,26.25,26.45,0,199,
09 Oct 135.00 (GS JG-P),12.90,0.0,12.65,12.90,0,2886,09 Oct 135.00 (GS VG-P),25.75,-3.40,26.25,26.45,8,199,
09 Oct 135.00 (GS JG-A),14.20,0.0,12.45,13.20,0,2886,09 Oct 135.00 (GS VG-A),0.0,0.0,26.00,26.85,0,199,
09 Oct 135.00 (GS JG-B),13.90,0.0,12.60,13.05,0,2886,09 Oct 135.00 (GS VG-B),34.50,0.0,26.20,26.50,0,199,
09 Oct 140.00 (GS JH),11.15,-0.52,10.85,11.05,1,2727,09 Oct 140.00 (GS VH),28.30,0.0,29.40,29.55,0,146,
09 Oct 140.00 (GS JH-E),11.65,0.0,10.85,11.05,0,2727,09 Oct 140.00 (GS VH-E),29.75,0.0,29.40,29.60,0,146,
09 Oct 140.00 (GS JH-8),11.15,-0.52,10.85,11.05,1,2727,09 Oct 140.00 (GS VH-8),28.30,0.0,29.35,29.55,0,146,
09 Oct 140.00 (GS JH-X),11.20,0.0,10.85,11.05,0,2727,09 Oct 140.00 (GS VH-X),28.65,0.0,29.35,29.55,0,146,
09 Oct 140.00 (GS JH-P),11.10,0.0,10.85,11.05,0,2727,09 Oct 140.00 (GS VH-P),31.15,0.0,29.40,29.55,0,146,
09 Oct 140.00 (GS JH-A),10.30,0.0,10.60,11.30,0,2727,09 Oct 140.00 (GS VH-A),0.0,0.0,29.05,30.05,0,146,
09 Oct 140.00 (GS JH-B),10.95,0.0,10.80,11.15,0,2727,09 Oct 140.00 (GS VH-B),38.65,0.0,29.30,29.70,0,146,
09 Oct 145.00 (GS JI),8.95,0.0,9.20,9.35,0,863,09 Oct 145.00 (GS VI),33.85,0.0,32.70,32.90,0,120,
09 Oct 145.00 (GS JI-E),9.10,0.0,9.15,9.35,0,863,09 Oct 145.00 (GS VI-E),34.70,0.0,32.70,32.95,0,120,
09 Oct 145.00 (GS JI-8),8.95,0.0,9.20,9.35,0,863,09 Oct 145.00 (GS VI-8),37.20,0.0,32.70,32.90,0,120,
09 Oct 145.00 (GS JI-X),10.15,0.0,9.20,9.35,0,863,09 Oct 145.00 (GS VI-X),35.85,0.0,32.70,32.90,0,120,
09 Oct 145.00 (GS JI-P),7.30,0.0,9.15,9.35,0,863,09 Oct 145.00 (GS VI-P),33.85,0.0,32.70,32.90,0,120,
09 Oct 145.00 (GS JI-A),0.0,0.0,8.95,9.60,0,863,09 Oct 145.00 (GS VI-A),0.0,0.0,32.35,33.40,0,120,
09 Oct 145.00 (GS JI-B),9.75,0.0,9.10,9.40,0,863,09 Oct 145.00 (GS VI-B),34.25,0.0,32.65,33.00,0,120,
09 Oct 150.00 (GPY JJ),8.20,+0.70,7.70,7.90,17,3461,09 Oct 150.00 (GPY VJ),37.10,0.0,36.25,36.45,0,192,
09 Oct 150.00 (GPY JJ-E),7.90,-0.50,7.70,7.90,10,3461,09 Oct 150.00 (GPY VJ-E),37.10,0.0,36.25,36.50,0,192,
09 Oct 150.00 (GPY JJ-8),8.20,+0.70,7.70,7.90,7,3461,09 Oct 150.00 (GPY VJ-8),39.00,0.0,36.20,36.50,0,192,
09 Oct 150.00 (GPY JJ-X),8.35,0.0,7.70,7.90,0,3461,09 Oct 150.00 (GPY VJ-X),37.60,0.0,36.20,36.45,0,192,
09 Oct 150.00 (GPY JJ-P),8.50,0.0,7.70,7.90,0,3461,09 Oct 150.00 (GPY VJ-P),38.30,0.0,36.20,36.45,0,192,
09 Oct 150.00 (GPY JJ-A),6.00,0.0,7.50,8.10,0,3461,09 Oct 150.00 (GPY VJ-A),0.0,0.0,35.80,36.95,0,192,
09 Oct 150.00 (GPY JJ-B),11.05,0.0,7.65,8.00,0,3461,09 Oct 150.00 (GPY VJ-B),47.20,0.0,36.05,36.55,0,192,
09 Oct 155.00 (GPY JK),6.50,0.0,6.45,6.60,0,775,09 Oct 155.00 (GPY VK),43.20,0.0,39.95,40.20,0,114,
09 Oct 155.00 (GPY JK-E),7.00,0.0,6.45,6.60,0,775,09 Oct 155.00 (GPY VK-E),44.15,0.0,39.95,40.20,0,114,
09 Oct 155.00 (GPY JK-8),6.97,0.0,6.45,6.60,0,775,09 Oct 155.00 (GPY VK-8),43.20,0.0,39.90,40.20,0,114,
09 Oct 155.00 (GPY JK-X),6.50,0.0,6.45,6.60,0,775,09 Oct 155.00 (GPY VK-X),54.65,0.0,39.90,40.20,0,114,
09 Oct 155.00 (GPY JK-P),5.10,0.0,6.45,6.60,0,775,09 Oct 155.00 (GPY VK-P),44.15,0.0,39.95,40.20,0,114,
09 Oct 155.00 (GPY JK-A),7.60,0.0,6.25,6.80,0,775,09 Oct 155.00 (GPY VK-A),54.65,0.0,39.45,40.70,0,114,
09 Oct 155.00 (GPY JK-B),7.25,0.0,6.40,6.70,0,775,09 Oct 155.00 (GPY VK-B),0.0,0.0,39.75,40.25,0,114,
09 Oct 160.00 (GPY JL),5.50,+0.75,5.30,5.50,2,782,09 Oct 160.00 (GPY VL),47.75,0.0,43.80,44.05,0,117,
09 Oct 160.00 (GPY JL-E),4.75,0.0,5.30,5.50,0,782,09 Oct 160.00 (GPY VL-E),47.75,0.0,43.80,44.05,0,117,
09 Oct 160.00 (GPY JL-8),5.05,0.0,5.30,5.50,0,782,09 Oct 160.00 (GPY VL-8),45.85,0.0,43.80,44.10,0,117,
09 Oct 160.00 (GPY JL-X),5.65,0.0,5.30,5.50,0,782,09 Oct 160.00 (GPY VL-X),54.55,0.0,43.80,44.05,0,117,
09 Oct 160.00 (GPY JL-P),5.50,+1.30,5.30,5.50,2,782,09 Oct 160.00 (GPY VL-P),0.0,0.0,43.80,44.05,0,117,
09 Oct 160.00 (GPY JL-A),1.66,0.0,5.15,5.65,0,782,09 Oct 160.00 (GPY VL-A),0.0,0.0,43.30,44.60,0,117,
09 Oct 160.00 (GPY JL-B),5.70,0.0,5.25,5.50,0,782,09 Oct 160.00 (GPY VL-B),45.55,0.0,43.60,44.10,0,117,
09 Oct 165.00 (GPY JM),4.05,0.0,4.35,4.55,0,1335,09 Oct 165.00 (GPY VM),55.35,0.0,47.85,48.10,0,144,
09 Oct 165.00 (GPY JM-E),4.50,0.0,4.35,4.55,0,1335,09 Oct 165.00 (GPY VM-E),55.35,0.0,47.85,48.10,0,144,
09 Oct 165.00 (GPY JM-8),4.50,0.0,4.35,4.55,0,1335,09 Oct 165.00 (GPY VM-8),44.90,0.0,47.80,48.10,0,144,
09 Oct 165.00 (GPY JM-X),4.85,0.0,4.35,4.55,0,1335,09 Oct 165.00 (GPY VM-X),55.35,0.0,47.80,48.10,0,144,
09 Oct 165.00 (GPY JM-P),4.05,0.0,4.35,4.55,0,1335,09 Oct 165.00 (GPY VM-P),52.45,0.0,47.85,48.10,0,144,
09 Oct 165.00 (GPY JM-A),0.0,0.0,4.20,4.70,0,1335,09 Oct 165.00 (GPY VM-A),0.0,0.0,47.30,48.70,0,144,
09 Oct 165.00 (GPY JM-B),5.45,0.0,4.30,4.60,0,1335,09 Oct 165.00 (GPY VM-B),0.0,0.0,47.65,48.15,0,144,
09 Oct 170.00 (GPY JN),3.80,+0.55,3.55,3.75,500,1531,09 Oct 170.00 (GPY VN),56.20,0.0,52.00,52.25,0,121,
09 Oct 170.00 (GPY JN-E),3.80,+0.55,3.55,3.75,164,1531,09 Oct 170.00 (GPY VN-E),56.20,0.0,52.00,52.30,0,121,
09 Oct 170.00 (GPY JN-8),3.80,+0.50,3.55,3.75,139,1531,09 Oct 170.00 (GPY VN-8),55.30,0.0,51.95,52.25,0,121,
09 Oct 170.00 (GPY JN-X),3.80,+0.25,3.55,3.75,112,1531,09 Oct 170.00 (GPY VN-X),56.25,0.0,51.95,52.25,0,121,
09 Oct 170.00 (GPY JN-P),3.80,-0.20,3.55,3.75,85,1531,09 Oct 170.00 (GPY VN-P),74.50,0.0,52.00,52.25,0,121,
09 Oct 170.00 (GPY JN-A),8.00,0.0,3.40,3.85,0,1531,09 Oct 170.00 (GPY VN-A),0.0,0.0,51.40,52.90,0,121,
09 Oct 170.00 (GPY JN-B),5.65,0.0,3.50,3.75,0,1531,09 Oct 170.00 (GPY VN-B),0.0,0.0,51.80,52.30,0,121,
09 Oct 175.00 (GPY JO),3.00,+0.20,2.89,3.00,5,1592,09 Oct 175.00 (GPY VO),60.45,0.0,56.30,56.55,0,140,
09 Oct 175.00 (GPY JO-E),3.00,+0.80,2.89,3.00,5,1592,09 Oct 175.00 (GPY VO-E),60.45,0.0,56.30,56.60,0,140,
09 Oct 175.00 (GPY JO-8),2.80,0.0,2.89,3.00,0,1592,09 Oct 175.00 (GPY VO-8),60.40,0.0,56.25,56.60,0,140,
09 Oct 175.00 (GPY JO-X),2.92,0.0,2.89,3.05,0,1592,09 Oct 175.00 (GPY VO-X),75.10,0.0,56.25,56.55,0,140,
09 Oct 175.00 (GPY JO-P),3.70,0.0,2.89,3.00,0,1592,09 Oct 175.00 (GPY VO-P),60.55,0.0,56.30,56.55,0,140,
09 Oct 175.00 (GPY JO-A),4.00,0.0,2.75,3.15,0,1592,09 Oct 175.00 (GPY VO-A),0.0,0.0,55.70,57.20,0,140,
09 Oct 175.00 (GPY JO-B),3.00,0.0,2.85,3.05,0,1592,09 Oct 175.00 (GPY VO-B),0.0,0.0,56.10,56.60,0,140,
09 Oct 180.00 (GPY JP),2.47,0.0,2.32,2.42,0,1271,09 Oct 180.00 (GPY VP),64.90,0.0,60.70,60.95,0,2,
09 Oct 180.00 (GPY JP-E),2.58,0.0,2.31,2.42,0,1271,09 Oct 180.00 (GPY VP-E),0.0,0.0,60.70,60.95,0,2,
09 Oct 180.00 (GPY JP-8),2.12,0.0,2.30,2.42,0,1271,09 Oct 180.00 (GPY VP-8),0.0,0.0,60.65,61.00,0,2,
09 Oct 180.00 (GPY JP-X),2.47,0.0,2.32,2.42,0,1271,09 Oct 180.00 (GPY VP-X),0.0,0.0,60.65,60.95,0,2,
09 Oct 180.00 (GPY JP-P),2.58,0.0,2.30,2.42,0,1271,09 Oct 180.00 (GPY VP-P),64.90,0.0,60.70,60.95,0,2,
09 Oct 180.00 (GPY JP-A),2.20,0.0,2.16,2.53,0,1271,09 Oct 180.00 (GPY VP-A),0.0,0.0,60.05,61.60,0,2,
09 Oct 180.00 (GPY JP-B),0.0,0.0,2.28,2.44,0,1271,09 Oct 180.00 (GPY VP-B),0.0,0.0,60.45,61.05,0,2,
09 Oct 185.00 (GPY JQ),1.61,0.0,1.84,1.94,0,383,09 Oct 185.00 (GPY VQ),72.15,0.0,65.25,65.45,0,43,
09 Oct 185.00 (GPY JQ-E),2.47,0.0,1.83,1.94,0,383,09 Oct 185.00 (GPY VQ-E),72.15,0.0,65.25,65.45,0,43,
09 Oct 185.00 (GPY JQ-8),1.99,0.0,1.83,1.94,0,383,09 Oct 185.00 (GPY VQ-8),71.85,0.0,65.20,65.50,0,43,
09 Oct 185.00 (GPY JQ-X),2.00,0.0,1.84,1.94,0,383,09 Oct 185.00 (GPY VQ-X),0.0,0.0,65.20,65.45,0,43,
09 Oct 185.00 (GPY JQ-P),1.61,0.0,1.82,1.94,0,383,09 Oct 185.00 (GPY VQ-P),71.85,0.0,65.25,65.45,0,43,
09 Oct 185.00 (GPY JQ-A),1.75,0.0,1.67,2.02,0,383,09 Oct 185.00 (GPY VQ-A),0.0,0.0,64.50,66.15,0,43,
09 Oct 185.00 (GPY JQ-B),0.0,0.0,1.81,1.95,0,383,09 Oct 185.00 (GPY VQ-B),0.0,0.0,64.95,65.55,0,43,
09 Oct 190.00 (GPY JR),1.54,0.0,1.45,1.54,0,291,09 Oct 190.00 (GPY VR),73.30,0.0,69.85,70.10,0,112,
09 Oct 190.00 (GPY JR-E),1.54,0.0,1.44,1.54,0,291,09 Oct 190.00 (GPY VR-E),76.75,0.0,69.85,70.10,0,112,
09 Oct 190.00 (GPY JR-8),2.00,0.0,1.43,1.54,0,291,09 Oct 190.00 (GPY VR-8),77.20,0.0,69.80,70.15,0,112,
09 Oct 190.00 (GPY JR-X),1.70,0.0,1.45,1.55,0,291,09 Oct 190.00 (GPY VR-X),73.30,0.0,69.80,70.10,0,112,
09 Oct 190.00 (GPY JR-P),4.30,0.0,1.44,1.54,0,291,09 Oct 190.00 (GPY VR-P),76.75,0.0,69.85,70.10,0,112,
09 Oct 190.00 (GPY JR-A),4.30,0.0,1.26,1.60,0,291,09 Oct 190.00 (GPY VR-A),0.0,0.0,69.05,70.75,0,112,
09 Oct 190.00 (GPY JR-B),0.0,0.0,1.40,1.55,0,291,09 Oct 190.00 (GPY VR-B),0.0,0.0,69.55,70.20,0,112,
09 Oct 195.00 (GPY JS),1.06,0.0,1.12,1.22,0,235,09 Oct 195.00 (GPY VS),0.0,0.0,74.50,74.75,0,0,
09 Oct 195.00 (GPY JS-E),0.98,0.0,1.12,1.22,0,235,09 Oct 195.00 (GPY VS-E),0.0,0.0,74.50,74.80,0,0,
09 Oct 195.00 (GPY JS-8),1.06,0.0,1.11,1.22,0,235,09 Oct 195.00 (GPY VS-8),0.0,0.0,74.45,74.80,0,0,
09 Oct 195.00 (GPY JS-X),1.11,0.0,1.12,1.22,0,235,09 Oct 195.00 (GPY VS-X),0.0,0.0,74.45,74.75,0,0,
09 Oct 195.00 (GPY JS-P),1.34,0.0,1.12,1.22,0,235,09 Oct 195.00 (GPY VS-P),0.0,0.0,74.50,74.80,0,0,
09 Oct 195.00 (GPY JS-A),3.60,0.0,0.93,1.25,0,235,09 Oct 195.00 (GPY VS-A),0.0,0.0,73.70,75.40,0,0,
09 Oct 195.00 (GPY JS-B),1.72,0.0,1.06,1.22,0,235,09 Oct 195.00 (GPY VS-B),0.0,0.0,74.10,74.85,0,0,
09 Oct 200.00 (GPY JT),0.91,+0.21,0.88,0.97,6,308,09 Oct 200.00 (GPY VT),0.0,0.0,79.20,79.50,0,0,
09 Oct 200.00 (GPY JT-E),0.91,+0.21,0.88,0.97,6,308,09 Oct 200.00 (GPY VT-E),0.0,0.0,79.20,79.50,0,0,
09 Oct 200.00 (GPY JT-8),0.73,0.0,0.87,0.97,0,308,09 Oct 200.00 (GPY VT-8),0.0,0.0,79.20,79.55,0,0,
09 Oct 200.00 (GPY JT-X),0.72,0.0,0.88,0.97,0,308,09 Oct 200.00 (GPY VT-X),0.0,0.0,79.20,79.50,0,0,
09 Oct 200.00 (GPY JT-P),1.11,0.0,0.88,0.97,0,308,09 Oct 200.00 (GPY VT-P),0.0,0.0,79.20,79.55,0,0,
09 Oct 200.00 (GPY JT-A),0.0,0.0,0.65,0.97,0,308,09 Oct 200.00 (GPY VT-A),0.0,0.0,78.40,80.15,0,0,
09 Oct 200.00 (GPY JT-B),0.99,0.0,0.81,0.97,0,308,09 Oct 200.00 (GPY VT-B),0.0,0.0,78.85,79.55,0,0,
09 Oct 210.00 (GPY JB),0.55,-0.53,0.51,0.61,18,125,09 Oct 210.00 (GPY VB),91.35,0.0,88.70,89.10,0,10,
09 Oct 210.00 (GPY JB-E),0.50,-0.58,0.51,0.61,8,125,09 Oct 210.00 (GPY VB-E),0.0,0.0,88.70,89.15,0,10,
09 Oct 210.00 (GPY JB-8),0.90,0.0,0.50,0.61,0,125,09 Oct 210.00 (GPY VB-8),91.35,0.0,88.60,89.20,0,10,
09 Oct 210.00 (GPY JB-X),0.55,-0.45,0.51,0.61,10,125,09 Oct 210.00 (GPY VB-X),0.0,0.0,88.65,89.10,0,10,
09 Oct 210.00 (GPY JB-P),1.02,0.0,0.51,0.61,0,125,09 Oct 210.00 (GPY VB-P),93.05,0.0,88.70,89.15,0,10,
09 Oct 210.00 (GPY JB-A),0.90,0.0,0.26,0.61,0,125,09 Oct 210.00 (GPY VB-A),0.0,0.0,87.95,89.75,0,10,
09 Oct 210.00 (GPY JB-B),0.0,0.0,0.45,0.62,0,125,09 Oct 210.00 (GPY VB-B),90.50,0.0,88.45,89.15,0,10,
09 Oct 220.00 (GPY JD),0.60,0.0,0.23,0.36,0,52,09 Oct 220.00 (GPY VD),0.0,0.0,98.40,98.85,0,0,
09 Oct 220.00 (GPY JD-E),0.0,0.0,0.23,0.36,0,52,09 Oct 220.00 (GPY VD-E),0.0,0.0,98.40,98.90,0,0,
09 Oct 220.00 (GPY JD-8),0.60,0.0,0.23,0.36,0,52,09 Oct 220.00 (GPY VD-8),0.0,0.0,98.20,98.95,0,0,
09 Oct 220.00 (GPY JD-X),0.60,0.0,0.23,0.36,0,52,09 Oct 220.00 (GPY VD-X),0.0,0.0,98.35,98.85,0,0,
09 Oct 220.00 (GPY JD-P),0.48,0.0,0.23,0.36,0,52,09 Oct 220.00 (GPY VD-P),0.0,0.0,98.40,98.95,0,0,
09 Oct 220.00 (GPY JD-A),0.0,0.0,0.02,0.36,0,52,09 Oct 220.00 (GPY VD-A),0.0,0.0,97.65,99.50,0,0,
09 Oct 220.00 (GPY JD-B),0.0,0.0,0.16,0.36,0,52,09 Oct 220.00 (GPY VD-B),0.0,0.0,98.10,98.95,0,0,
09 Oct 230.00 (GPY JF),0.21,0.0,0.09,0.24,0,67,09 Oct 230.00 (GPY VF),0.0,0.0,108.25,108.70,0,0,
09 Oct 230.00 (GPY JF-E),0.0,0.0,0.09,0.24,0,67,09 Oct 230.00 (GPY VF-E),0.0,0.0,108.25,108.75,0,0,
09 Oct 230.00 (GPY JF-8),0.42,0.0,0.09,0.24,0,67,09 Oct 230.00 (GPY VF-8),0.0,0.0,108.05,108.80,0,0,
09 Oct 230.00 (GPY JF-X),0.21,0.0,0.09,0.24,0,67,09 Oct 230.00 (GPY VF-X),0.0,0.0,108.20,108.70,0,0,
09 Oct 230.00 (GPY JF-P),0.0,0.0,0.09,0.24,0,67,09 Oct 230.00 (GPY VF-P),0.0,0.0,108.25,108.80,0,0,
09 Oct 230.00 (GPY JF-A),0.0,0.0,0.0,0.24,0,67,09 Oct 230.00 (GPY VF-A),0.0,0.0,107.45,109.30,0,0,
09 Oct 230.00 (GPY JF-B),0.0,0.0,0.01,0.24,0,67,09 Oct 230.00 (GPY VF-B),0.0,0.0,108.00,108.80,0,0,
10 Jan 2.50 (YFT AZ),82.00,0.0,118.30,120.30,0,0,10 Jan 2.50 (YFT MZ),0.10,0.0,0.0,0.06,0,2904,
10 Jan 2.50 (YFT AZ-E),84.05,0.0,118.30,120.30,0,0,10 Jan 2.50 (YFT MZ-E),0.10,0.0,0.0,0.06,0,2904,
10 Jan 2.50 (YFT AZ-8),82.74,0.0,118.00,120.30,0,0,10 Jan 2.50 (YFT MZ-8),0.07,0.0,0.0,0.06,0,2904,
10 Jan 2.50 (YFT AZ-X),0.0,0.0,118.00,120.45,0,0,10 Jan 2.50 (YFT MZ-X),0.15,0.0,0.0,0.06,0,2904,
10 Jan 2.50 (YFT AZ-P),83.50,0.0,118.30,120.30,0,0,10 Jan 2.50 (YFT MZ-P),0.03,0.0,0.0,0.06,0,2904,
10 Jan 2.50 (YFT AZ-A),0.0,0.0,117.10,121.60,0,0,10 Jan 2.50 (YFT MZ-A),0.0,0.0,0.0,0.06,0,2904,
10 Jan 2.50 (YFT AZ-B),80.05,0.0,118.20,121.15,0,0,10 Jan 2.50 (YFT MZ-B),0.47,0.0,0.0,0.06,0,2904,
10 Jan 2.50 (YFT AZ-O),0.0,0.0,0.0,0.0,0,0,10 Jan 2.50 (YFT MZ-O),0.0,0.0,0.0,0.0,0,2904,
10 Jan 5.00 (YFT AY),81.60,0.0,115.80,117.80,0,0,10 Jan 5.00 (YFT MY),0.04,-0.01,0.01,0.06,1056,15401,
10 Jan 5.00 (YFT AY-E),81.60,0.0,115.80,117.80,0,0,10 Jan 5.00 (YFT MY-E),0.04,-0.11,0.0,0.06,320,15401,
10 Jan 5.00 (YFT AY-8),115.85,0.0,115.50,117.80,0,0,10 Jan 5.00 (YFT MY-8),0.05,-0.10,0.0,0.06,59,15401,
10 Jan 5.00 (YFT AY-X),0.0,0.0,115.50,118.25,0,0,10 Jan 5.00 (YFT MY-X),0.05,-0.10,0.0,0.06,29,15401,
10 Jan 5.00 (YFT AY-P),0.0,0.0,115.80,117.80,0,0,10 Jan 5.00 (YFT MY-P),0.04,-0.01,0.01,0.06,648,15401,
10 Jan 5.00 (YFT AY-A),0.0,0.0,114.60,119.10,0,0,10 Jan 5.00 (YFT MY-A),0.25,0.0,0.0,0.06,0,15401,
10 Jan 5.00 (YFT AY-B),0.0,0.0,115.70,118.65,0,0,10 Jan 5.00 (YFT MY-B),0.12,0.0,0.0,0.06,0,15401,
10 Jan 5.00 (YFT AY-O),0.0,0.0,0.0,0.0,0,0,10 Jan 5.00 (YFT MY-O),0.0,0.0,0.0,0.0,0,15401,
10 Jan 7.50 (YFT AU),110.90,0.0,113.30,115.30,0,10,10 Jan 7.50 (YFT MU),0.19,0.0,0.04,0.10,0,2197,
10 Jan 7.50 (YFT AU-E),62.20,0.0,113.30,115.30,0,10,10 Jan 7.50 (YFT MU-E),0.19,0.0,0.02,0.10,0,2197,
10 Jan 7.50 (YFT AU-8),60.75,0.0,113.00,115.45,0,10,10 Jan 7.50 (YFT MU-8),0.12,0.0,0.01,0.10,0,2197,
10 Jan 7.50 (YFT AU-X),110.90,0.0,113.00,115.75,0,10,10 Jan 7.50 (YFT MU-X),0.32,0.0,0.01,0.10,0,2197,
10 Jan 7.50 (YFT AU-P),0.0,0.0,113.30,115.30,0,10,10 Jan 7.50 (YFT MU-P),0.21,0.0,0.04,0.10,0,2197,
10 Jan 7.50 (YFT AU-A),0.0,0.0,112.20,116.70,0,10,10 Jan 7.50 (YFT MU-A),0.40,0.0,0.01,0.12,0,2197,
10 Jan 7.50 (YFT AU-B),0.0,0.0,113.20,116.15,0,10,10 Jan 7.50 (YFT MU-B),0.15,0.0,0.02,0.12,0,2197,
10 Jan 7.50 (YFT AU-O),0.0,0.0,0.0,0.0,0,10,10 Jan 7.50 (YFT MU-O),0.0,0.0,0.0,0.0,0,2197,
10 Jan 10.00 (YFT AB),114.75,0.0,110.80,112.80,0,34,10 Jan 10.00 (YFT MB),0.08,-0.05,0.08,0.12,380,6095,
10 Jan 10.00 (YFT AB-E),81.50,0.0,110.80,112.80,0,34,10 Jan 10.00 (YFT MB-E),0.13,0.0,0.02,0.12,49,6095,
10 Jan 10.00 (YFT AB-8),96.30,0.0,110.50,112.95,0,34,10 Jan 10.00 (YFT MB-8),0.09,-0.04,0.06,0.12,55,6095,
10 Jan 10.00 (YFT AB-X),114.75,0.0,110.50,112.95,0,34,10 Jan 10.00 (YFT MB-X),0.13,0.0,0.01,0.12,51,6095,
